height;lenght;area;eccen;p_black;p_and;mean_tr;blackpix;blackand;wb_trans;Class
10;76;760;7600;.322;.689;1.99;245;524;123;Text
8;9;72;1125;.375;.736;2.45;27;53;11;Text
8;21;168;2625;.435;.917;2.35;73;154;31;Text
7;5;35;.714;.486;.943;4.25;17;33;4;Text
7;7;49;1000;.347;.633;2.83;17;31;6;Text
7;25;175;3571;.354;.606;2.14;62;106;29;Text
9;53;477;5889;.335;.602;2.42;160;287;66;Text
5;5;25;1000;.520;1.00;2.17;13;25;6;Text
5;14;70;2800;.557;.871;2.79;39;61;14;Text
6;12;72;2000;.375;.958;1.93;27;69;14;Text
5;20;100;4000;.540;.950;2.35;54;95;23;Text
11;19;209;1727;.306;.789;2.46;64;165;26;Text
8;59;472;7375;.307;.775;1.84;145;366;79;Text
8;5;40;.625;.375;.950;2.14;15;38;7;Text
8;6;48;.750;.333;.979;1.78;16;47;9;Text
8;8;64;1000;.469;.844;2.73;30;54;11;Text
10;41;410;4100;.302;.690;2.07;124;283;60;Text
8;29;232;3625;.401;.884;2.38;93;205;39;Text
8;19;152;2375;.454;1.00;2.16;69;152;32;Text
8;33;264;4125;.371;.795;1.92;98;210;51;Text
7;6;42;.857;.500;1.00;2.33;21;42;9;Text
8;92;736;11500;.359;.913;1.75;264;672;151;Text
5;10;50;2000;.560;.960;2.33;28;48;12;Text
10;228;2280;22800;.260;.610;1.87;592;1390;316;Text
10;18;180;1800;.311;.706;1.93;56;127;29;Text
10;12;120;1200;.333;.958;1.82;40;115;22;Text
10;18;180;1800;.294;.883;1.96;53;159;27;Text
10;23;230;2300;.348;.891;2.22;80;205;36;Text
8;24;192;3000;.318;.974;1.56;61;187;39;Text
10;66;660;6600;.270;.638;1.87;178;421;95;Text
7;62;434;8857;.392;.871;1.87;170;378;91;Text
8;14;112;1750;.393;.705;2.32;44;79;19;Text
5;7;35;1400;.571;1.00;2.50;20;35;8;Text
11;262;2882;23818;.259;.788;1.94;747;2271;386;Text
8;15;120;1875;.458;.908;2.50;55;109;22;Text
10;25;250;2500;.340;.816;1.89;85;204;45;Text
8;7;56;.875;.482;.946;2.70;27;53;10;Text
8;12;96;1500;.385;.896;1.68;37;86;22;Text
8;13;104;1625;.471;1.00;1.81;49;104;27;Text
8;6;48;.750;.375;.896;1.80;18;43;10;Text
10;30;300;3000;.357;.870;2.14;107;261;50;Text
10;10;100;1000;.340;.930;1.89;34;93;18;Text
8;12;96;1500;.396;.969;1.81;38;93;21;Text
8;20;160;2500;.394;.944;2.25;63;151;28;Text
8;16;128;2000;.383;.742;2.33;49;95;21;Text
6;18;108;3000;.491;.880;2.04;53;95;26;Text
6;4;24;.667;.583;1.00;4.67;14;24;3;Text
8;25;200;3125;.405;.865;1.84;81;173;44;Text
8;24;192;3000;.318;.688;2.65;61;132;23;Text
8;19;152;2375;.395;.704;1.94;60;107;31;Text
8;8;64;1000;.438;.813;4.67;28;52;6;Text
10;262;2620;26200;.288;.742;1.79;754;1945;421;Text
8;39;312;4875;.423;.955;1.83;132;298;72;Text
10;23;230;2300;.287;.617;2.20;66;142;30;Text
7;27;189;3857;.402;.746;1.81;76;141;42;Text
5;27;135;5400;.607;.993;2.34;82;134;35;Text
7;20;140;2857;.436;.736;2.35;61;103;26;Text
8;23;184;2875;.364;.967;2.03;67;178;33;Text
8;20;160;2500;.425;1.00;2.27;68;160;30;Text
8;35;280;4375;.357;.921;1.64;100;258;61;Text
10;30;300;3000;.333;.930;1.79;100;279;56;Text
10;19;190;1900;.326;.768;1.59;62;146;39;Text
10;46;460;4600;.317;.683;1.85;146;314;79;Text
10;28;280;2800;.336;.850;1.68;94;238;56;Text
8;41;328;5125;.378;.945;1.61;124;310;77;Text
8;14;112;1750;.429;1.00;2.40;48;112;20;Text
10;33;330;3300;.345;.779;1.90;114;257;60;Text
8;40;320;5000;.372;.919;1.75;119;294;68;Text
7;20;140;2857;.464;1.00;2.24;65;140;29;Text
10;45;450;4500;.296;.558;2.25;133;251;59;Text
6;18;108;3000;.444;.991;1.71;48;107;28;Text
6;14;84;2333;.536;1.00;2.05;45;84;22;Text
5;4;20;.800;.700;1.00;2.33;14;20;6;Text
9;14;126;1556;.333;.897;2.47;42;113;17;Text
8;60;480;7500;.335;.915;1.85;161;439;87;Text
8;5;40;.625;.400;1.00;2.67;16;40;6;Text
10;41;410;4100;.278;.632;1.93;114;259;59;Text
8;14;112;1750;.509;.768;3.00;57;86;19;Text
8;23;184;2875;.451;.832;2.08;83;153;40;Text
8;9;72;1125;.361;.903;1.63;26;65;16;Text
8;12;96;1500;.385;.948;1.48;37;91;25;Text
8;20;160;2500;.363;.931;1.93;58;149;30;Text
8;16;128;2000;.359;.781;2.00;46;100;23;Text
8;12;96;1500;.396;.969;1.65;38;93;23;Text
8;14;112;1750;.384;.795;1.72;43;89;25;Text
8;33;264;4125;.345;.886;1.57;91;234;58;Text
10;46;460;4600;.300;.604;2.09;138;278;66;Text
6;4;24;.667;.667;1.00;4.00;16;24;4;Text
8;49;392;6125;.413;.760;1.93;162;298;84;Text
8;34;272;4250;.357;.750;1.87;97;204;52;Text
6;10;60;1667;.483;.933;2.07;29;56;14;Text
5;14;70;2800;.586;.943;2.28;41;66;18;Text
11;261;2871;23727;.243;.524;1.93;698;1505;361;Text
10;262;2620;26200;.274;.757;1.80;719;1984;399;Text
10;260;2600;26000;.282;.737;1.78;732;1916;412;Text
10;262;2620;26200;.290;.826;1.76;761;2163;432;Text
8;11;88;1375;.477;.966;2.00;42;85;21;Text
8;37;296;4625;.334;.831;1.87;99;246;53;Text
8;24;192;3000;.260;.672;1.85;50;129;27;Text
8;19;152;2375;.421;.974;1.83;64;148;35;Text
8;33;264;4125;.326;.848;2.00;86;224;43;Text
10;30;300;3000;.363;.710;2.42;109;213;45;Text
8;7;56;.875;.482;.946;2.45;27;53;11;Text
7;41;287;5857;.355;.857;1.85;102;246;55;Text
8;30;240;3750;.342;.896;2.00;82;215;41;Text
10;262;2620;26200;.273;.703;1.83;716;1841;391;Text
8;53;424;6625;.347;.767;1.93;147;325;76;Text
8;30;240;3750;.363;.850;2.29;87;204;38;Text
8;18;144;2250;.438;.979;2.74;63;141;23;Text
9;52;468;5778;.286;.652;1.84;134;305;73;Text
10;29;290;2900;.290;.803;1.83;84;233;46;Text
8;13;104;1625;.356;.942;1.76;37;98;21;Text
8;9;72;1125;.361;.792;2.17;26;57;12;Text
8;12;96;1500;.396;.990;1.90;38;95;20;Text
10;22;220;2200;.309;.582;2.34;68;128;29;Text
9;89;801;9889;.300;.559;2.18;240;448;110;Text
10;26;260;2600;.350;.819;2.33;91;213;39;Text
9;18;162;2000;.327;.914;1.89;53;148;28;Text
9;4;36;.444;.444;1.00;8.00;16;36;2;Text
10;58;580;5800;.300;.840;2.17;174;487;80;Text
8;18;144;2250;.389;.931;2.24;56;134;25;Text
8;61;488;7625;.342;.875;1.94;167;427;86;Text
8;19;152;2375;.428;.961;1.76;65;146;37;Text
8;34;272;4250;.379;.971;1.84;103;264;56;Text
10;27;270;2700;.367;.830;1.87;99;224;53;Text
10;38;380;3800;.308;.632;2.13;117;240;55;Text
8;12;96;1500;.479;1.00;2.19;46;96;21;Text
8;20;160;2500;.413;.981;2.06;66;157;32;Text
8;16;128;2000;.422;.992;1.86;54;127;29;Text
8;10;80;1250;.325;.913;1.53;26;73;17;Text
8;22;176;2750;.398;.818;2.06;70;144;34;Text
8;31;248;3875;.375;.722;2.02;93;179;46;Text
10;34;340;3400;.303;.815;1.84;103;277;56;Text
9;32;288;3556;.330;.889;1.79;95;256;53;Text
8;25;200;3125;.415;1.00;1.89;83;200;44;Text
8;23;184;2875;.462;1.00;1.89;85;184;45;Text
8;12;96;1500;.417;.927;1.74;40;89;23;Text
10;26;260;2600;.354;.769;2.09;92;200;44;Text
11;261;2871;23727;.251;.661;2.00;722;1898;361;Text
11;175;1925;15909;.210;.469;1.98;405;902;205;Text
8;40;320;5000;.363;.806;1.68;116;258;69;Text
8;70;560;8750;.279;.727;1.68;156;407;93;Text
10;262;2620;26200;.281;.691;1.89;736;1811;390;Text
8;23;184;2875;.375;.880;2.09;69;162;33;Text
8;39;312;4875;.369;.990;2.05;115;309;56;Text
8;9;72;1125;.431;1.00;2.38;31;72;13;Text
8;10;80;1250;.363;.913;3.22;29;73;9;Text
10;40;400;4000;.295;.680;1.90;118;272;62;Text
7;14;98;2000;.500;1.00;2.72;49;98;18;Text
9;30;270;3333;.304;.711;1.86;82;192;44;Text
7;25;175;3571;.434;1.00;1.81;76;175;42;Text
5;26;130;5200;.523;.985;1.89;68;128;36;Text
8;12;96;1500;.427;.906;2.16;41;87;19;Text
10;53;530;5300;.294;.908;1.75;156;481;89;Text
10;99;990;9900;.264;.774;1.92;261;766;136;Text
10;31;310;3100;.339;.713;2.14;105;221;49;Text
10;9;90;.900;.300;.778;2.25;27;70;12;Text
10;54;540;5400;.306;.689;1.94;165;372;85;Text
8;50;400;6250;.378;.915;1.70;151;366;89;Text
8;15;120;1875;.417;.925;2.17;50;111;23;Text
8;35;280;4375;.393;.918;1.96;110;257;56;Text
10;34;340;3400;.279;.800;1.86;95;272;51;Text
8;16;128;2000;.344;.898;1.91;44;115;23;Text
7;12;84;1714;.393;.690;2.36;33;58;14;Text
8;24;192;3000;.438;.839;1.95;84;161;43;Text
8;17;136;2125;.382;.860;2.48;52;117;21;Text
8;19;152;2375;.388;.809;1.97;59;123;30;Text
8;24;192;3000;.323;.688;2.21;62;132;28;Text
10;31;310;3100;.329;.952;2.08;102;295;49;Text
8;80;640;10000;.347;.933;1.75;222;597;127;Text
9;15;135;1667;.244;.830;1.57;33;112;21;Text
11;74;814;6727;.247;.695;1.97;201;566;102;Text
10;39;390;3900;.308;.721;1.69;120;281;71;Text
10;73;730;7300;.273;.790;1.84;199;577;108;Text
8;33;264;4125;.356;.705;2.00;94;186;47;Text
5;8;40;1600;.675;.975;3.00;27;39;9;Text
6;4;24;.667;.583;.792;3.50;14;19;4;Text
10;251;2510;25100;.281;.708;1.77;705;1776;398;Text
10;52;520;5200;.298;.752;2.09;155;391;74;Text
8;25;200;3125;.310;.670;1.63;62;134;38;Text
8;9;72;1125;.375;.986;2.08;27;71;13;Text
8;35;280;4375;.396;.986;1.88;111;276;59;Text
8;17;136;2125;.419;.956;2.11;57;130;27;Text
7;18;126;2571;.357;.865;2.14;45;109;21;Text
7;38;266;5429;.353;.902;2.04;94;240;46;Text
6;4;24;.667;.542;1.00;1.86;13;24;7;Text
7;21;147;3000;.313;.667;2.09;46;98;22;Text
10;242;2420;24200;.260;.579;2.08;630;1401;303;Text
10;63;630;6300;.298;.795;1.72;188;501;109;Text
9;29;261;3222;.318;.893;1.73;83;233;48;Text
8;5;40;.625;.425;1.00;1.55;17;40;11;Text
8;25;200;3125;.335;.770;1.68;67;154;40;Text
8;9;72;1125;.389;.708;2.33;28;51;12;Text
9;56;504;6222;.343;.706;1.97;173;356;88;Text
7;14;98;2000;.286;1.00;1.87;28;98;15;Text
6;7;42;1167;.476;.976;2.22;20;41;9;Text
6;23;138;3833;.377;.862;2.36;52;119;22;Text
10;261;2610;26100;.269;.713;1.81;701;1860;388;Text
11;262;2882;23818;.242;.618;1.91;697;1781;364;Text
11;261;2871;23727;.246;.638;1.93;707;1833;366;Text
8;7;56;.875;.429;1.00;2.67;24;56;9;Text
8;14;112;1750;.339;.884;1.73;38;99;22;Text
10;52;520;5200;.294;.675;2.13;153;351;72;Text
7;18;126;2571;.468;1.00;2.81;59;126;21;Text
8;17;136;2125;.441;.978;1.67;60;133;36;Text
8;12;96;1500;.458;.865;2.10;44;83;21;Text
8;23;184;2875;.353;.826;1.91;65;152;34;Text
10;31;310;3100;.284;.835;1.69;88;259;52;Text
8;13;104;1625;.452;.971;1.96;47;101;24;Text
8;4;32;.500;.594;1.00;2.71;19;32;7;Text
8;13;104;1625;.423;.923;1.76;44;96;25;Text
8;12;96;1500;.521;.958;2.50;50;92;20;Text
10;41;410;4100;.324;.810;1.87;133;332;71;Text
9;9;81;1000;.296;.901;1.60;24;73;15;Text
8;22;176;2750;.375;.909;1.78;66;160;37;Text
10;120;1200;12000;.279;.765;1.70;335;918;197;Text
9;64;576;7111;.177;.479;2.32;102;276;44;Text
7;53;371;7571;.342;.580;2.40;127;215;53;Text
8;33;264;4125;.436;.886;1.89;115;234;61;Text
9;42;378;4667;.325;.823;1.71;123;311;72;Text
7;13;91;1857;.429;.945;2.05;39;86;19;Text
7;18;126;2571;.397;.984;1.79;50;124;28;Text
7;19;133;2714;.451;.970;2.73;60;129;22;Text
7;4;28;.571;.536;1.00;5.00;15;28;3;Text
7;20;140;2857;.407;.929;1.97;57;130;29;Text
9;29;261;3222;.307;.648;1.95;80;169;41;Text
9;46;414;5111;.316;.857;1.72;131;355;76;Text
8;13;104;1625;.365;.933;1.65;38;97;23;Text
8;12;96;1500;.385;.698;2.47;37;67;15;Text
8;50;400;6250;.360;.728;1.97;144;291;73;Text
7;9;63;1286;.365;.698;1.64;23;44;14;Text
10;27;270;2700;.300;.644;1.98;81;174;41;Text
7;41;287;5857;.422;1.00;1.73;121;287;70;Text
9;18;162;2000;.327;.765;1.83;53;124;29;Text
5;7;35;1400;.686;1.00;3.00;24;35;8;Text
5;14;70;2800;.543;.929;2.00;38;65;19;Text
5;27;135;5400;.548;1.00;2.18;74;135;34;Text
5;7;35;1400;.600;1.00;2.33;21;35;9;Text
5;15;75;3000;.547;.947;2.05;41;71;20;Text
8;32;256;4000;.375;.980;2.09;96;251;46;Text
8;5;40;.625;.525;1.00;3.00;21;40;7;Text
8;26;208;3250;.370;.822;1.75;77;171;44;Text
8;25;200;3125;.380;.795;1.81;76;159;42;Text
8;52;416;6500;.380;.880;1.88;158;366;84;Text
8;15;120;1875;.425;.925;1.96;51;111;26;Text
8;24;192;3000;.375;.964;1.80;72;185;40;Text
8;22;176;2750;.426;1.00;2.42;75;176;31;Text
10;119;1190;11900;.275;.665;1.84;327;791;178;Text
10;34;340;3400;.303;.800;1.81;103;272;57;Text
8;7;56;.875;.518;1.00;2.64;29;56;11;Text
8;63;504;7875;.333;.734;1.58;168;370;106;Text
6;8;48;1333;.500;1.00;2.18;24;48;11;Text
6;7;42;1167;.500;1.00;1.75;21;42;12;Text
11;261;2871;23727;.231;.596;1.87;662;1711;354;Text
8;15;120;1875;.458;.950;2.20;55;114;25;Text
10;157;1570;15700;.233;.565;1.65;366;887;222;Text
10;171;1710;17100;.126;.452;1.78;215;773;121;Text
5;16;80;3200;.563;.925;2.65;45;74;17;Text
8;108;864;13500;.348;.868;1.65;301;750;182;Text
10;44;440;4400;.350;.957;1.90;154;421;81;Text
8;24;192;3000;.385;.969;1.80;74;186;41;Text
8;26;208;3250;.240;.563;2.50;50;117;20;Text
10;52;520;5200;.269;.850;2.00;140;442;70;Text
8;43;344;5375;.340;.892;1.83;117;307;64;Text
8;5;40;.625;.475;1.00;2.38;19;40;8;Text
8;6;48;.750;.417;.917;2.22;20;44;9;Text
8;9;72;1125;.389;.792;2.00;28;57;14;Text
8;12;96;1500;.396;.844;2.11;38;81;18;Text
7;20;140;2857;.429;1.00;1.94;60;140;31;Text
7;16;112;2286;.438;.857;2.04;49;96;24;Text
10;36;360;3600;.264;.711;1.86;95;256;51;Text
9;56;504;6222;.327;.688;1.94;165;347;85;Text
6;7;42;1167;.452;.833;2.11;19;35;9;Text
11;97;1067;8818;.266;.635;2.04;284;678;139;Text
10;9;90;.900;.344;.856;1.72;31;77;18;Text
10;37;370;3700;.330;.897;2.00;122;332;61;Text
10;14;140;1400;.314;.900;1.91;44;126;23;Text
10;40;400;4000;.295;.683;2.07;118;273;57;Text
10;41;410;4100;.266;.539;1.98;109;221;55;Text
10;212;2120;21200;.240;.610;1.85;508;1293;274;Text
10;45;450;4500;.282;.718;1.84;127;323;69;Text
8;18;144;2250;.403;1.00;1.61;58;144;36;Text
8;38;304;4750;.339;.766;1.75;103;233;59;Text
7;45;315;6429;.381;.771;2.22;120;243;54;Text
6;16;96;2667;.490;.844;1.96;47;81;24;Text
9;40;360;4444;.275;.875;1.60;99;315;62;Text
10;20;200;2000;.375;.855;2.27;75;171;33;Text
8;16;128;2000;.406;.930;1.68;52;119;31;Text
8;21;168;2625;.417;.958;1.94;70;161;36;Text
8;7;56;.875;.357;.964;1.82;20;54;11;Text
8;4;32;.500;.406;.781;2.17;13;25;6;Text
8;32;256;4000;.387;.895;1.62;99;229;61;Text
10;23;230;2300;.343;.791;1.88;79;182;42;Text
7;9;63;1286;.397;.841;2.78;25;53;9;Text
9;33;297;3667;.360;.818;2.02;107;243;53;Text
6;4;24;.667;.500;.750;6.00;12;18;2;Text
11;262;2882;23818;.251;.677;1.85;722;1951;391;Text
11;132;1452;12000;.189;.440;2.04;274;639;134;Text
8;168;1344;21000;.320;.909;1.76;430;1222;245;Text
8;9;72;1125;.278;.500;2.86;20;36;7;Text
8;31;248;3875;.347;.734;1.79;86;182;48;Text
7;72;504;10286;.405;.845;1.85;204;426;110;Text
8;14;112;1750;.420;.786;1.88;47;88;25;Text
9;39;351;4333;.308;.709;1.69;108;249;64;Text
10;23;230;2300;.370;.830;2.30;85;191;37;Text
7;31;217;4429;.396;.862;2.10;86;187;41;Text
7;14;98;2000;.408;.939;2.50;40;92;16;Text
7;9;63;1286;.429;.667;3.00;27;42;9;Text
8;33;264;4125;.375;.830;1.90;99;219;52;Text
7;18;126;2571;.413;.952;1.86;52;120;28;Text
7;3;21;.429;.571;1.00;3.00;12;21;4;Text
8;28;224;3500;.397;.996;2.07;89;223;43;Text
8;16;128;2000;.367;.969;1.88;47;124;25;Text
8;6;48;.750;.313;.792;3.00;15;38;5;Text
10;39;390;3900;.310;.779;1.95;121;304;62;Text
10;22;220;2200;.332;.714;2.15;73;157;34;Text
11;262;2882;23818;.238;.570;1.84;685;1643;373;Text
8;29;232;3625;.341;.780;1.93;79;181;41;Text
10;45;450;4500;.296;.584;2.05;133;263;65;Text
7;6;42;.857;.548;.952;2.56;23;40;9;Text
7;31;217;4429;.461;.922;2.13;100;200;47;Text
5;15;75;3000;.560;.920;2.21;42;69;19;Text
10;261;2610;26100;.264;.679;1.77;689;1771;390;Text
10;100;1000;10000;.267;.724;1.82;267;724;147;Text
10;93;930;9300;.268;.784;1.78;249;729;140;Text
10;59;590;5900;.251;.763;1.70;148;450;87;Text
10;78;780;7800;.255;.751;1.76;199;586;113;Text
8;25;200;3125;.300;.590;2.22;60;118;27;Text
10;43;430;4300;.256;.707;1.80;110;304;61;Text
9;10;90;1111;.389;.889;1.94;35;80;18;Text
8;3;24;.375;.500;1.00;3.00;12;24;4;Text
8;36;288;4500;.323;.781;1.86;93;225;50;Text
8;18;144;2250;.174;.458;2.50;25;66;10;Text
8;7;56;.875;.339;.964;1.36;19;54;14;Text
8;14;112;1750;.402;1.00;1.55;45;112;29;Text
8;46;368;5750;.356;.957;1.79;131;352;73;Text
7;22;154;3143;.396;1.00;1.85;61;154;33;Text
7;20;140;2857;.464;.986;2.32;65;138;28;Text
8;48;384;6000;.354;.865;1.89;136;332;72;Text
7;9;63;1286;.460;.889;2.42;29;56;12;Text
7;35;245;5000;.404;.939;1.90;99;230;52;Text
7;8;56;1143;.411;.714;2.30;23;40;10;Text
7;11;77;1571;.455;.974;1.75;35;75;20;Text
7;25;175;3571;.349;.737;2.26;61;129;27;Text
8;119;952;14875;.337;.920;1.70;321;876;189;Text
8;39;312;4875;.304;.756;1.38;95;236;69;Text
7;20;140;2857;.336;.707;2.24;47;99;21;Text
7;4;28;.571;.393;1.00;2.20;11;28;5;Text
7;6;42;.857;.357;1.00;1.67;15;42;9;Text
10;35;350;3500;.091;.157;2.67;32;55;12;Text
7;49;343;7000;.318;.612;1.91;109;210;57;Text
7;3;21;.429;.571;1.00;4.00;12;21;3;Text
7;23;161;3286;.348;1.00;1.37;56;161;41;Text
5;23;115;4600;.452;.913;1.79;52;105;29;Text
11;112;1232;10182;.217;.469;1.73;267;578;154;Text
8;23;184;2875;.321;.897;1.51;59;165;39;Text
10;116;1160;11600;.246;.759;1.60;285;881;178;Text
10;25;250;2500;.332;.772;1.89;83;193;44;Text
8;40;320;5000;.347;.913;1.63;111;292;68;Text
10;48;480;4800;.300;.556;2.15;144;267;67;Text
8;12;96;1500;.427;.750;2.05;41;72;20;Text
8;18;144;2250;.354;.757;1.65;51;109;31;Text
8;24;192;3000;.328;.625;1.75;63;120;36;Text
8;16;128;2000;.383;.781;1.69;49;100;29;Text
8;33;264;4125;.371;.678;1.88;98;179;52;Text
8;53;424;6625;.380;.915;1.87;161;388;86;Text
10;22;220;2200;.318;.777;1.79;70;171;39;Text
10;176;1760;17600;.257;.583;1.72;452;1026;263;Text
7;12;84;1714;.405;.988;1.62;34;83;21;Text
8;25;200;3125;.355;.880;1.73;71;176;41;Text
7;36;252;5143;.409;.861;1.84;103;217;56;Text
8;43;344;5375;.326;.750;1.81;112;258;62;Text
7;12;84;1714;.452;.952;2.00;38;80;19;Text
7;16;112;2286;.420;.768;1.96;47;86;24;Text
10;22;220;2200;.277;.595;1.74;61;131;35;Text
8;41;328;5125;.323;.643;1.66;106;211;64;Text
6;8;48;1333;.458;.729;2.44;22;35;9;Text
22;67;1474;3045;.221;.919;2.91;326;1354;112;Text
86;67;5762;.779;.164;.935;2.37;947;5386;399;picture
15;67;1005;4467;.293;.607;3.59;294;610;82;Text
12;69;828;5750;.407;.833;3.15;337;690;107;Text
27;106;2862;3926;.261;.478;5.45;747;1368;137;Text
13;225;2925;17308;.253;.893;3.27;740;2612;226;Text
13;38;494;2923;.314;.957;3.60;155;473;43;Text
24;177;4248;7375;.508;.927;8.05;2157;3939;268;Text
24;280;6720;11667;.449;.904;7.76;3018;6072;389;Text
25;185;4625;7400;.479;.950;7.24;2214;4395;306;Text
25;291;7275;11640;.466;.957;7.34;3392;6963;462;Text
9;73;657;8111;.376;.846;2.63;247;556;94;Text
8;98;784;12250;.221;.874;1.42;173;685;122;Text
9;111;999;12333;.188;.769;1.49;188;768;126;Text
7;63;441;9000;.317;.991;1.71;140;437;82;Text
101;99;9999;.980;.140;.778;2.02;1398;7780;691;picture
28;32;896;1143;.459;.730;5.96;411;654;69;Text
7;214;1498;30571;.449;.899;2.77;672;1346;243;Text
8;82;656;10250;.396;.713;2.63;260;468;99;Text
9;179;1611;19889;.341;.745;2.40;550;1200;229;Text
8;106;848;13250;.358;.698;2.29;304;592;133;Text
9;103;927;11444;.369;.877;2.55;342;813;134;Text
9;123;1107;13667;.346;.740;2.21;383;819;173;Text
10;184;1840;18400;.325;.626;2.58;598;1152;232;Text
9;165;1485;18333;.337;.713;2.54;501;1059;197;Text
2;536;1072;268.00;.505;.512;180.33;541;549;3;horiz_line
8;353;2824;44125;.070;.292;1.19;197;825;165;Text
7;144;1008;20571;.092;.384;1.24;93;387;75;Text
7;11;77;1571;.234;.545;2.57;18;42;7;Text
2;536;1072;268.00;.538;.737;30.37;577;790;19;horiz_line
8;233;1864;29125;.262;.838;1.58;488;1562;309;Text
6;32;192;5333;.286;.891;1.41;55;171;39;Text
10;509;5090;50900;.097;.388;1.23;492;1974;401;Text
3;9;27;3000;.296;.667;2.00;8;18;4;Text
1;13;13;13000;.769;1.00;5.00;10;13;2;Text
9;304;2736;33778;.202;.749;1.32;554;2049;419;Text
7;51;357;7286;.207;.969;1.14;74;346;65;Text
7;13;91;1857;.286;.934;1.63;26;85;16;Text
1;88;88;88000;.193;1.00;1.00;17;88;17;Text
9;132;1188;14667;.168;.693;1.34;199;823;149;Text
7;13;91;1857;.242;.912;1.47;22;83;15;Text
9;268;2412;29778;.183;.686;1.29;441;1654;341;Text
9;509;4581;56556;.123;.501;1.26;563;2297;448;Text
7;13;91;1857;.264;.879;1.85;24;80;13;Text
2;535;1070;267.50;.564;.614;40.20;603;657;15;horiz_line
5;81;405;16200;.311;.968;1.30;126;392;97;Text
9;347;3123;38556;.111;.433;1.26;347;1351;275;Text
8;150;1200;18750;.158;.594;1.23;189;713;154;Text
6;12;72;2000;.278;1.00;2.22;20;72;9;Text
2;536;1072;268.00;.537;.622;24.00;576;667;24;horiz_line
7;91;637;13000;.334;.975;1.76;213;621;121;Text
5;31;155;6200;.361;.974;1.56;56;151;36;Text
9;510;4590;56667;.149;.541;1.22;686;2484;561;Text
7;12;84;1714;.226;.786;1.90;19;66;10;Text
9;465;4185;51667;.157;.644;1.24;658;2694;532;Text
8;135;1080;16875;.131;.671;1.22;142;725;116;Text
7;11;77;1571;.234;.935;1.64;18;72;11;Text
2;19;38;9500;.184;.789;1.40;7;30;5;Text
1;35;35;35000;.200;1.00;1.17;7;35;6;Text
1;89;89;89000;.191;1.00;1.06;17;89;16;Text
1;40;40;40000;.175;1.00;1.17;7;40;6;Text
2;536;1072;268.00;.498;.533;41.08;534;571;13;horiz_line
4;7;28;1750;.286;.571;8.00;8;16;1;Text
6;82;492;13667;.274;.925;1.39;135;455;97;Text
8;280;2240;35000;.191;.709;1.28;427;1589;333;Text
8;69;552;8625;.098;.344;1.38;54;190;39;Text
6;12;72;2000;.292;.778;1.62;21;56;13;Text
9;343;3087;38111;.162;.677;1.24;499;2091;401;Text
7;80;560;11429;.102;.468;1.39;57;262;41;Text
7;13;91;1857;.308;.978;1.56;28;89;18;Text
1;60;60;60000;.217;1.00;1.08;13;60;12;Text
8;344;2752;43000;.216;.838;1.22;595;2307;486;Text
8;103;824;12875;.142;.620;1.17;117;511;100;Text
6;13;78;2167;.282;.808;1.57;22;63;14;Text
9;331;2979;36778;.126;.527;1.21;374;1570;308;Text
8;109;872;13625;.109;.508;1.25;95;443;76;Text
7;13;91;1857;.198;.846;2.25;18;77;8;Text
9;532;4788;59111;.154;.642;1.29;736;3073;572;Text
5;13;65;2600;.154;.662;10.00;10;43;1;Text
9;510;4590;56667;.137;.636;1.24;629;2918;506;Text
6;13;78;2167;.256;.974;1.54;20;76;13;Text
9;508;4572;56444;.164;.690;1.22;748;3154;614;Text
9;518;4662;57556;.096;.429;1.25;449;2001;360;Text
4;12;48;3000;.250;.792;3.00;12;38;4;Text
8;145;1160;18125;.156;.773;1.24;181;897;146;Text
9;283;2547;31444;.186;.727;1.22;474;1852;389;Text
9;453;4077;50333;.080;.363;1.21;326;1478;269;Text
7;66;462;9429;.171;.903;1.49;79;417;53;Text
2;535;1070;267.50;.648;.920;11.75;693;984;59;horiz_line
13;57;741;4385;.745;1.00;11.50;552;741;48;Text
13;226;2938;17385;.258;.971;3.12;759;2852;243;Text
13;38;494;2923;.330;.980;3.88;163;484;42;Text
30;60;1800;2000;.154;.457;1.85;278;823;150;picture
5;98;490;19600;.341;.639;2.14;167;313;78;Text
5;4;20;.800;.400;.700;2.67;8;14;3;Text
24;176;4224;7333;.496;.969;7.85;2096;4094;267;Text
24;280;6720;11667;.456;.913;7.66;3064;6134;400;Text
5;4;20;.800;.400;.400;8.00;8;8;1;Text
5;5;25;1000;.360;.560;3.00;9;14;3;Text
25;186;4650;7440;.478;.953;7.16;2221;4433;310;Text
25;291;7275;11640;.456;.934;7.29;3315;6796;455;Text
8;73;584;9125;.433;.875;2.75;253;511;92;Text
7;100;700;14286;.283;.987;1.68;198;691;118;Text
7;63;441;9000;.288;.991;1.61;127;437;79;Text
8;110;880;13750;.230;.872;1.66;202;767;122;Text
28;31;868;1107;.492;.745;7.49;427;647;57;graphic
7;214;1498;30571;.461;.865;2.95;691;1296;234;Text
6;4;24;.667;.417;.583;5.00;10;14;2;Text
4;4;16;1000;.500;.500;8.00;8;8;1;Text
8;82;656;10250;.418;.753;2.51;274;494;109;Text
5;4;20;.800;.350;.600;2.33;7;12;3;Text
9;180;1620;20000;.374;.759;2.86;606;1230;212;Text
9;107;963;11889;.357;.693;2.44;344;667;141;Text
